global_index,avg_mem_grp_idx,layer_index,name,args,dp_args,input_#,output_#,Param_#,dp_index,pp_index,tp_index,opcode,target,layer_type,input_shape,output_shape,param_shape,kwargs,dtype_size,direction,avg_mem_grp_size,compute_density_ops
457,2,103,layer3_2_conv2_1_0_fwd,"('layer3_2_relu_1_0_fwd',)",[],40960,40960,589824,0,0,0,call_module,layer3.2.conv2,Conv2d,"[10, 256, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([256, 256, 3, 3])}",{},[4],FWD,3351552,94371840.0
458,2,104,layer3_2_bn2_1_0_fwd,"('layer3_2_conv2_1_0_fwd',)",[],40960,40960,512,0,0,0,call_module,layer3.2.bn2,BatchNorm2d,"[10, 256, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([256]), 'bias': torch.Size([256])}",{},[4],FWD,3351552,739328.0
459,2,105,layer3_2_relu_1_1_0_fwd,"('layer3_2_bn2_1_0_fwd',)",[],40960,40960,0,0,0,0,call_module,layer3.2.relu,ReLU,"[10, 256, 4, 4]","[10, 256, 4, 4]",{},{},[4],FWD,3351552,163840.0
460,2,106,layer3_2_conv3_1_0_fwd,"('layer3_2_relu_1_1_0_fwd',)",[],40960,163840,262144,0,0,0,call_module,layer3.2.conv3,Conv2d,"[10, 256, 4, 4]","[10, 1024, 4, 4]","{'weight': torch.Size([1024, 256, 1, 1])}",{},[4],FWD,3351552,41943040.0
461,2,107,layer3_2_bn3_1_0_fwd,"('layer3_2_conv3_1_0_fwd',)",[],163840,163840,2048,0,0,0,call_module,layer3.2.bn3,BatchNorm2d,"[10, 1024, 4, 4]","[10, 1024, 4, 4]","{'weight': torch.Size([1024]), 'bias': torch.Size([1024])}",{},[4],FWD,3351552,2957312.0
462,2,108,add_9_1_0_fwd,"('layer3_2_bn3_1_0_fwd', 'layer3_1_relu_2_1_0_fwd')",[],163840,163840,0,0,0,0,call_function,<built-in function add>,,"[10, 1024, 4, 4]","[10, 1024, 4, 4]",0,{},[4],FWD,3351552,163840.0
463,2,109,layer3_2_relu_2_1_0_fwd,"('add_9_1_0_fwd',)",[],163840,163840,0,0,0,0,call_module,layer3.2.relu,ReLU,"[10, 1024, 4, 4]","[10, 1024, 4, 4]",{},{},[4],FWD,3351552,655360.0
464,2,110,layer3_3_conv1_1_0_fwd,"('layer3_2_relu_2_1_0_fwd',)",[],163840,40960,262144,0,0,0,call_module,layer3.3.conv1,Conv2d,"[10, 1024, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([256, 1024, 1, 1])}",{},[4],FWD,3351552,41943040.0
465,2,111,layer3_3_bn1_1_0_fwd,"('layer3_3_conv1_1_0_fwd',)",[],40960,40960,512,0,0,0,call_module,layer3.3.bn1,BatchNorm2d,"[10, 256, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([256]), 'bias': torch.Size([256])}",{},[4],FWD,3351552,739328.0
466,2,112,layer3_3_relu_1_0_fwd,"('layer3_3_bn1_1_0_fwd',)",[],40960,40960,0,0,0,0,call_module,layer3.3.relu,ReLU,"[10, 256, 4, 4]","[10, 256, 4, 4]",{},{},[4],FWD,3351552,163840.0
467,2,113,layer3_3_conv2_1_0_fwd,"('layer3_3_relu_1_0_fwd',)",[],40960,40960,589824,0,0,0,call_module,layer3.3.conv2,Conv2d,"[10, 256, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([256, 256, 3, 3])}",{},[4],FWD,3351552,94371840.0
468,2,114,layer3_3_bn2_1_0_fwd,"('layer3_3_conv2_1_0_fwd',)",[],40960,40960,512,0,0,0,call_module,layer3.3.bn2,BatchNorm2d,"[10, 256, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([256]), 'bias': torch.Size([256])}",{},[4],FWD,3351552,739328.0
469,2,115,layer3_3_relu_1_1_0_fwd,"('layer3_3_bn2_1_0_fwd',)",[],40960,40960,0,0,0,0,call_module,layer3.3.relu,ReLU,"[10, 256, 4, 4]","[10, 256, 4, 4]",{},{},[4],FWD,3351552,163840.0
470,2,116,layer3_3_conv3_1_0_fwd,"('layer3_3_relu_1_1_0_fwd',)",[],40960,163840,262144,0,0,0,call_module,layer3.3.conv3,Conv2d,"[10, 256, 4, 4]","[10, 1024, 4, 4]","{'weight': torch.Size([1024, 256, 1, 1])}",{},[4],FWD,3351552,41943040.0
471,2,117,layer3_3_bn3_1_0_fwd,"('layer3_3_conv3_1_0_fwd',)",[],163840,163840,2048,0,0,0,call_module,layer3.3.bn3,BatchNorm2d,"[10, 1024, 4, 4]","[10, 1024, 4, 4]","{'weight': torch.Size([1024]), 'bias': torch.Size([1024])}",{},[4],FWD,3351552,2957312.0
472,2,118,add_10_1_0_fwd,"('layer3_3_bn3_1_0_fwd', 'layer3_2_relu_2_1_0_fwd')",[],163840,163840,0,0,0,0,call_function,<built-in function add>,,"[10, 1024, 4, 4]","[10, 1024, 4, 4]",0,{},[4],FWD,3351552,163840.0
473,2,119,layer3_3_relu_2_1_0_fwd,"('add_10_1_0_fwd',)",[],163840,163840,0,0,0,0,call_module,layer3.3.relu,ReLU,"[10, 1024, 4, 4]","[10, 1024, 4, 4]",{},{},[4],FWD,3351552,655360.0
474,2,120,layer3_4_conv1_1_0_fwd,"('layer3_3_relu_2_1_0_fwd',)",[],163840,40960,262144,0,0,0,call_module,layer3.4.conv1,Conv2d,"[10, 1024, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([256, 1024, 1, 1])}",{},[4],FWD,3351552,41943040.0
475,2,121,layer3_4_bn1_1_0_fwd,"('layer3_4_conv1_1_0_fwd',)",[],40960,40960,512,0,0,0,call_module,layer3.4.bn1,BatchNorm2d,"[10, 256, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([256]), 'bias': torch.Size([256])}",{},[4],FWD,3351552,739328.0
476,2,122,layer3_4_relu_1_0_fwd,"('layer3_4_bn1_1_0_fwd',)",[],40960,40960,0,0,0,0,call_module,layer3.4.relu,ReLU,"[10, 256, 4, 4]","[10, 256, 4, 4]",{},{},[4],FWD,3351552,163840.0
477,3,123,layer3_4_conv2_1_0_fwd,"('layer3_4_relu_1_0_fwd',)",[],40960,40960,589824,0,0,0,call_module,layer3.4.conv2,Conv2d,"[10, 256, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([256, 256, 3, 3])}",{},[4],FWD,2497024,94371840.0
478,3,124,layer3_4_bn2_1_0_fwd,"('layer3_4_conv2_1_0_fwd',)",[],40960,40960,512,0,0,0,call_module,layer3.4.bn2,BatchNorm2d,"[10, 256, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([256]), 'bias': torch.Size([256])}",{},[4],FWD,2497024,739328.0
479,3,125,layer3_4_relu_1_1_0_fwd,"('layer3_4_bn2_1_0_fwd',)",[],40960,40960,0,0,0,0,call_module,layer3.4.relu,ReLU,"[10, 256, 4, 4]","[10, 256, 4, 4]",{},{},[4],FWD,2497024,163840.0
480,3,126,layer3_4_conv3_1_0_fwd,"('layer3_4_relu_1_1_0_fwd',)",[],40960,163840,262144,0,0,0,call_module,layer3.4.conv3,Conv2d,"[10, 256, 4, 4]","[10, 1024, 4, 4]","{'weight': torch.Size([1024, 256, 1, 1])}",{},[4],FWD,2497024,41943040.0
481,3,127,layer3_4_bn3_1_0_fwd,"('layer3_4_conv3_1_0_fwd',)",[],163840,163840,2048,0,0,0,call_module,layer3.4.bn3,BatchNorm2d,"[10, 1024, 4, 4]","[10, 1024, 4, 4]","{'weight': torch.Size([1024]), 'bias': torch.Size([1024])}",{},[4],FWD,2497024,2957312.0
482,3,128,add_11_1_0_fwd,"('layer3_4_bn3_1_0_fwd', 'layer3_3_relu_2_1_0_fwd')",[],163840,163840,0,0,0,0,call_function,<built-in function add>,,"[10, 1024, 4, 4]","[10, 1024, 4, 4]",0,{},[4],FWD,2497024,163840.0
483,3,129,layer3_4_relu_2_1_0_fwd,"('add_11_1_0_fwd',)",[],163840,163840,0,0,0,0,call_module,layer3.4.relu,ReLU,"[10, 1024, 4, 4]","[10, 1024, 4, 4]",{},{},[4],FWD,2497024,655360.0
484,3,130,layer3_5_conv1_1_0_fwd,"('layer3_4_relu_2_1_0_fwd',)",[],163840,40960,262144,0,0,0,call_module,layer3.5.conv1,Conv2d,"[10, 1024, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([256, 1024, 1, 1])}",{},[4],FWD,2497024,41943040.0
485,3,131,layer3_5_bn1_1_0_fwd,"('layer3_5_conv1_1_0_fwd',)",[],40960,40960,512,0,0,0,call_module,layer3.5.bn1,BatchNorm2d,"[10, 256, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([256]), 'bias': torch.Size([256])}",{},[4],FWD,2497024,739328.0
486,3,132,layer3_5_relu_1_0_fwd,"('layer3_5_bn1_1_0_fwd',)",[],40960,40960,0,0,0,0,call_module,layer3.5.relu,ReLU,"[10, 256, 4, 4]","[10, 256, 4, 4]",{},{},[4],FWD,2497024,163840.0
487,3,133,layer3_5_conv2_1_0_fwd,"('layer3_5_relu_1_0_fwd',)",[],40960,40960,589824,0,0,0,call_module,layer3.5.conv2,Conv2d,"[10, 256, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([256, 256, 3, 3])}",{},[4],FWD,2497024,94371840.0
488,3,134,layer3_5_bn2_1_0_fwd,"('layer3_5_conv2_1_0_fwd',)",[],40960,40960,512,0,0,0,call_module,layer3.5.bn2,BatchNorm2d,"[10, 256, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([256]), 'bias': torch.Size([256])}",{},[4],FWD,2497024,739328.0
489,3,135,layer3_5_relu_1_1_0_fwd,"('layer3_5_bn2_1_0_fwd',)",[],40960,40960,0,0,0,0,call_module,layer3.5.relu,ReLU,"[10, 256, 4, 4]","[10, 256, 4, 4]",{},{},[4],FWD,2497024,163840.0
490,3,136,layer3_5_conv3_1_0_fwd,"('layer3_5_relu_1_1_0_fwd',)",[],40960,163840,262144,0,0,0,call_module,layer3.5.conv3,Conv2d,"[10, 256, 4, 4]","[10, 1024, 4, 4]","{'weight': torch.Size([1024, 256, 1, 1])}",{},[4],FWD,2497024,41943040.0
491,3,137,layer3_5_bn3_1_0_fwd,"('layer3_5_conv3_1_0_fwd',)",[],163840,163840,2048,0,0,0,call_module,layer3.5.bn3,BatchNorm2d,"[10, 1024, 4, 4]","[10, 1024, 4, 4]","{'weight': torch.Size([1024]), 'bias': torch.Size([1024])}",{},[4],FWD,2497024,2957312.0
492,3,138,add_12_1_0_fwd,"('layer3_5_bn3_1_0_fwd', 'layer3_4_relu_2_1_0_fwd')",[],163840,163840,0,0,0,0,call_function,<built-in function add>,,"[10, 1024, 4, 4]","[10, 1024, 4, 4]",0,{},[4],FWD,2497024,163840.0
493,3,139,layer3_5_relu_2_1_0_fwd,"('add_12_1_0_fwd',)",[],163840,163840,0,0,0,0,call_module,layer3.5.relu,ReLU,"[10, 1024, 4, 4]","[10, 1024, 4, 4]",{},{},[4],FWD,2497024,655360.0
494,3,140,layer4_0_conv1_1_0_fwd,"('layer3_5_relu_2_1_0_fwd',)",[],163840,20480,524288,0,0,0,call_module,layer4.0.conv1,Conv2d,"[10, 1024, 4, 4]","[10, 512, 2, 2]","{'weight': torch.Size([512, 1024, 1, 1])}",{},[4],FWD,2497024,20971520.0
495,3,141,layer4_0_bn1_1_0_fwd,"('layer4_0_conv1_1_0_fwd',)",[],20480,20480,1024,0,0,0,call_module,layer4.0.bn1,BatchNorm2d,"[10, 512, 2, 2]","[10, 512, 2, 2]","{'weight': torch.Size([512]), 'bias': torch.Size([512])}",{},[4],FWD,2497024,372736.0
496,3,142,layer4_0_relu_1_0_fwd,"('layer4_0_bn1_1_0_fwd',)",[],20480,20480,0,0,0,0,call_module,layer4.0.relu,ReLU,"[10, 512, 2, 2]","[10, 512, 2, 2]",{},{},[4],FWD,2497024,81920.0
497,4,143,layer4_0_conv2_1_0_fwd,"('layer4_0_relu_1_0_fwd',)",[],20480,20480,2359296,0,0,0,call_module,layer4.0.conv2,Conv2d,"[10, 512, 2, 2]","[10, 512, 2, 2]","{'weight': torch.Size([512, 512, 3, 3])}",{},[4],FWD,3412992,94371840.0
498,4,144,layer4_0_bn2_1_0_fwd,"('layer4_0_conv2_1_0_fwd',)",[],20480,20480,1024,0,0,0,call_module,layer4.0.bn2,BatchNorm2d,"[10, 512, 2, 2]","[10, 512, 2, 2]","{'weight': torch.Size([512]), 'bias': torch.Size([512])}",{},[4],FWD,3412992,372736.0
499,4,145,layer4_0_relu_1_1_0_fwd,"('layer4_0_bn2_1_0_fwd',)",[],20480,20480,0,0,0,0,call_module,layer4.0.relu,ReLU,"[10, 512, 2, 2]","[10, 512, 2, 2]",{},{},[4],FWD,3412992,81920.0
500,4,146,layer4_0_conv3_1_0_fwd,"('layer4_0_relu_1_1_0_fwd',)",[],20480,81920,1048576,0,0,0,call_module,layer4.0.conv3,Conv2d,"[10, 512, 2, 2]","[10, 2048, 2, 2]","{'weight': torch.Size([2048, 512, 1, 1])}",{},[4],FWD,3412992,41943040.0
501,4,147,layer4_0_bn3_1_0_fwd,"('layer4_0_conv3_1_0_fwd',)",[],81920,81920,4096,0,0,0,call_module,layer4.0.bn3,BatchNorm2d,"[10, 2048, 2, 2]","[10, 2048, 2, 2]","{'weight': torch.Size([2048]), 'bias': torch.Size([2048])}",{},[4],FWD,3412992,1490944.0
502,5,148,layer4_0_downsample_0_1_0_fwd,"('layer3_5_relu_2_1_0_fwd',)",[],163840,81920,2097152,0,0,0,call_module,layer4.0.downsample.0,Conv2d,"[10, 1024, 4, 4]","[10, 2048, 2, 2]","{'weight': torch.Size([2048, 1024, 1, 1])}",{},[4],FWD,3150848,83886080.0
503,5,149,layer4_0_downsample_1_1_0_fwd,"('layer4_0_downsample_0_1_0_fwd',)",[],81920,81920,4096,0,0,0,call_module,layer4.0.downsample.1,BatchNorm2d,"[10, 2048, 2, 2]","[10, 2048, 2, 2]","{'weight': torch.Size([2048]), 'bias': torch.Size([2048])}",{},[4],FWD,3150848,1490944.0
504,5,150,add_13_1_0_fwd,"('layer4_0_bn3_1_0_fwd', 'layer4_0_downsample_1_1_0_fwd')",[],81920,81920,0,0,0,0,call_function,<built-in function add>,,"[10, 2048, 2, 2]","[10, 2048, 2, 2]",0,{},[4],FWD,3150848,81920.0
505,5,151,layer4_0_relu_2_1_0_fwd,"('add_13_1_0_fwd',)",[],81920,81920,0,0,0,0,call_module,layer4.0.relu,ReLU,"[10, 2048, 2, 2]","[10, 2048, 2, 2]",{},{},[4],FWD,3150848,327680.0
506,5,152,layer4_1_conv1_1_0_fwd,"('layer4_0_relu_2_1_0_fwd',)",[],81920,20480,1048576,0,0,0,call_module,layer4.1.conv1,Conv2d,"[10, 2048, 2, 2]","[10, 512, 2, 2]","{'weight': torch.Size([512, 2048, 1, 1])}",{},[4],FWD,3150848,41943040.0
507,5,153,layer4_1_bn1_1_0_fwd,"('layer4_1_conv1_1_0_fwd',)",[],20480,20480,1024,0,0,0,call_module,layer4.1.bn1,BatchNorm2d,"[10, 512, 2, 2]","[10, 512, 2, 2]","{'weight': torch.Size([512]), 'bias': torch.Size([512])}",{},[4],FWD,3150848,372736.0
508,5,154,layer4_1_relu_1_0_fwd,"('layer4_1_bn1_1_0_fwd',)",[],20480,20480,0,0,0,0,call_module,layer4.1.relu,ReLU,"[10, 512, 2, 2]","[10, 512, 2, 2]",{},{},[4],FWD,3150848,81920.0
509,6,155,layer4_1_conv2_1_0_fwd,"('layer4_1_relu_1_0_fwd',)",[],20480,20480,2359296,0,0,0,call_module,layer4.1.conv2,Conv2d,"[10, 512, 2, 2]","[10, 512, 2, 2]","{'weight': torch.Size([512, 512, 3, 3])}",{},[4],FWD,3412992,94371840.0
510,6,156,layer4_1_bn2_1_0_fwd,"('layer4_1_conv2_1_0_fwd',)",[],20480,20480,1024,0,0,0,call_module,layer4.1.bn2,BatchNorm2d,"[10, 512, 2, 2]","[10, 512, 2, 2]","{'weight': torch.Size([512]), 'bias': torch.Size([512])}",{},[4],FWD,3412992,372736.0
511,6,157,layer4_1_relu_1_1_0_fwd,"('layer4_1_bn2_1_0_fwd',)",[],20480,20480,0,0,0,0,call_module,layer4.1.relu,ReLU,"[10, 512, 2, 2]","[10, 512, 2, 2]",{},{},[4],FWD,3412992,81920.0
512,6,158,layer4_1_conv3_1_0_fwd,"('layer4_1_relu_1_1_0_fwd',)",[],20480,81920,1048576,0,0,0,call_module,layer4.1.conv3,Conv2d,"[10, 512, 2, 2]","[10, 2048, 2, 2]","{'weight': torch.Size([2048, 512, 1, 1])}",{},[4],FWD,3412992,41943040.0
513,6,159,layer4_1_bn3_1_0_fwd,"('layer4_1_conv3_1_0_fwd',)",[],81920,81920,4096,0,0,0,call_module,layer4.1.bn3,BatchNorm2d,"[10, 2048, 2, 2]","[10, 2048, 2, 2]","{'weight': torch.Size([2048]), 'bias': torch.Size([2048])}",{},[4],FWD,3412992,1490944.0
514,6,160,add_14_1_0_fwd,"('layer4_1_bn3_1_0_fwd', 'layer4_0_relu_2_1_0_fwd')",[],81920,81920,0,0,0,0,call_function,<built-in function add>,,"[10, 2048, 2, 2]","[10, 2048, 2, 2]",0,{},[4],FWD,3412992,81920.0
515,6,161,layer4_1_relu_2_1_0_fwd,"('add_14_1_0_fwd',)",[],81920,81920,0,0,0,0,call_module,layer4.1.relu,ReLU,"[10, 2048, 2, 2]","[10, 2048, 2, 2]",{},{},[4],FWD,3412992,327680.0
516,7,162,layer4_2_conv1_1_0_fwd,"('layer4_1_relu_2_1_0_fwd',)",[],81920,20480,1048576,0,0,0,call_module,layer4.2.conv1,Conv2d,"[10, 2048, 2, 2]","[10, 512, 2, 2]","{'weight': torch.Size([512, 2048, 1, 1])}",{},[4],FWD,3409920,41943040.0
517,7,163,layer4_2_bn1_1_0_fwd,"('layer4_2_conv1_1_0_fwd',)",[],20480,20480,1024,0,0,0,call_module,layer4.2.bn1,BatchNorm2d,"[10, 512, 2, 2]","[10, 512, 2, 2]","{'weight': torch.Size([512]), 'bias': torch.Size([512])}",{},[4],FWD,3409920,372736.0
518,7,164,layer4_2_relu_1_0_fwd,"('layer4_2_bn1_1_0_fwd',)",[],20480,20480,0,0,0,0,call_module,layer4.2.relu,ReLU,"[10, 512, 2, 2]","[10, 512, 2, 2]",{},{},[4],FWD,3409920,81920.0
519,7,165,layer4_2_conv2_1_0_fwd,"('layer4_2_relu_1_0_fwd',)",[],20480,20480,2359296,0,0,0,call_module,layer4.2.conv2,Conv2d,"[10, 512, 2, 2]","[10, 512, 2, 2]","{'weight': torch.Size([512, 512, 3, 3])}",{},[4],FWD,3409920,94371840.0
520,7,166,layer4_2_bn2_1_0_fwd,"('layer4_2_conv2_1_0_fwd',)",[],20480,20480,1024,0,0,0,call_module,layer4.2.bn2,BatchNorm2d,"[10, 512, 2, 2]","[10, 512, 2, 2]","{'weight': torch.Size([512]), 'bias': torch.Size([512])}",{},[4],FWD,3409920,372736.0
521,7,167,layer4_2_relu_1_1_0_fwd,"('layer4_2_bn2_1_0_fwd',)",[],20480,20480,0,0,0,0,call_module,layer4.2.relu,ReLU,"[10, 512, 2, 2]","[10, 512, 2, 2]",{},{},[4],FWD,3409920,81920.0
522,8,168,layer4_2_conv3_1_0_fwd,"('layer4_2_relu_1_1_0_fwd',)",[],20480,81920,1048576,0,0,0,call_module,layer4.2.conv3,Conv2d,"[10, 512, 2, 2]","[10, 2048, 2, 2]","{'weight': torch.Size([2048, 512, 1, 1])}",{},[4],FWD,1073162,41943040.0
523,8,169,layer4_2_bn3_1_0_fwd,"('layer4_2_conv3_1_0_fwd',)",[],81920,81920,4096,0,0,0,call_module,layer4.2.bn3,BatchNorm2d,"[10, 2048, 2, 2]","[10, 2048, 2, 2]","{'weight': torch.Size([2048]), 'bias': torch.Size([2048])}",{},[4],FWD,1073162,1490944.0
524,8,170,add_15_1_0_fwd,"('layer4_2_bn3_1_0_fwd', 'layer4_1_relu_2_1_0_fwd')",[],81920,81920,0,0,0,0,call_function,<built-in function add>,,"[10, 2048, 2, 2]","[10, 2048, 2, 2]",0,{},[4],FWD,1073162,81920.0
525,8,171,layer4_2_relu_2_1_0_fwd,"('add_15_1_0_fwd',)",[],81920,81920,0,0,0,0,call_module,layer4.2.relu,ReLU,"[10, 2048, 2, 2]","[10, 2048, 2, 2]",{},{},[4],FWD,1073162,327680.0
526,8,172,avgpool_1_0_fwd,"('layer4_2_relu_2_1_0_fwd',)",[],81920,20480,0,0,0,0,call_module,avgpool,AvgPool2d,"[10, 2048, 2, 2]","[10, 2048, 1, 1]",{},{},[4],FWD,1073162,163840.0
527,8,173,size_1_0_fwd,"('avgpool_1_0_fwd', 0)",[],20480,20480,0,0,0,0,call_method,size,,"[10, 2048, 1, 1]","[10, 2048, 1, 1]",0,{},[4],FWD,1073162,20480.0
528,8,174,view_1_0_fwd,"('avgpool_1_0_fwd', 'size_1_0_fwd', -1)",[],20480,20480,0,0,0,0,call_method,view,,"[10, 2048, 1, 1]","[10, 2048, 1, 1]",0,{},[4],FWD,1073162,20480.0
529,8,175,fc_1_0_fwd,"('view_1_0_fwd',)",[],20480,100,20490,0,0,0,call_module,fc,Linear,"[10, 2048]","[10, 10]","{'weight': torch.Size([10, 2048]), 'bias': torch.Size([10])}",{},[4],FWD,1073162,87968803.08922373
530,8,176,output_1_0_fwd,"('fc_1_0_fwd',)",[],100,100,0,0,0,0,output,output,,"[10, 10]","[10, 10]",0,{},[4],FWD,1073162,100.0
531,1,0,conv1_1_1_fwd,"('layer3_1_relu_1_0_fwd/shadow',)",[],7840,576000,576,0,0,0,call_module,conv1,Conv2d,"[10, 1, 28, 28]","[10, 64, 30, 30]","{'weight': torch.Size([64, 1, 3, 3])}",{},[4],FWD,3211200,5184000.0
532,1,1,bn1_1_1_fwd,"('conv1_1_1_fwd',)",[],576000,576000,128,0,0,0,call_module,bn1,BatchNorm2d,"[10, 64, 30, 30]","[10, 64, 30, 30]","{'weight': torch.Size([64]), 'bias': torch.Size([64])}",{},[4],FWD,3211200,10368512.0
533,1,2,relu_1_1_fwd,"('bn1_1_1_fwd',)",[],576000,576000,0,0,0,0,call_module,relu,ReLU,"[10, 64, 30, 30]","[10, 64, 30, 30]",{},{},[4],FWD,3211200,2304000.0
534,1,3,maxpool_1_1_fwd,"('relu_1_1_fwd',)",[],576000,144000,0,0,0,0,call_module,maxpool,MaxPool2d,"[10, 64, 30, 30]","[10, 64, 15, 15]",{},{},[4],FWD,3211200,576000.0
535,1,4,layer1_0_conv1_1_1_fwd,"('maxpool_1_1_fwd',)",[],144000,144000,4096,0,0,0,call_module,layer1.0.conv1,Conv2d,"[10, 64, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([64, 64, 1, 1])}",{},[4],FWD,3211200,9216000.0
536,1,5,layer1_0_bn1_1_1_fwd,"('layer1_0_conv1_1_1_fwd',)",[],144000,144000,128,0,0,0,call_module,layer1.0.bn1,BatchNorm2d,"[10, 64, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([64]), 'bias': torch.Size([64])}",{},[4],FWD,3211200,2592512.0
537,1,6,layer1_0_relu_1_1_fwd,"('layer1_0_bn1_1_1_fwd',)",[],144000,144000,0,0,0,0,call_module,layer1.0.relu,ReLU,"[10, 64, 15, 15]","[10, 64, 15, 15]",{},{},[4],FWD,3211200,576000.0
538,1,7,layer1_0_conv2_1_1_fwd,"('layer1_0_relu_1_1_fwd',)",[],144000,144000,36864,0,0,0,call_module,layer1.0.conv2,Conv2d,"[10, 64, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([64, 64, 3, 3])}",{},[4],FWD,3211200,82944000.0
539,1,8,layer1_0_bn2_1_1_fwd,"('layer1_0_conv2_1_1_fwd',)",[],144000,144000,128,0,0,0,call_module,layer1.0.bn2,BatchNorm2d,"[10, 64, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([64]), 'bias': torch.Size([64])}",{},[4],FWD,3211200,2592512.0
540,1,9,layer1_0_relu_1_1_1_fwd,"('layer1_0_bn2_1_1_fwd',)",[],144000,144000,0,0,0,0,call_module,layer1.0.relu,ReLU,"[10, 64, 15, 15]","[10, 64, 15, 15]",{},{},[4],FWD,3211200,576000.0
541,1,10,layer1_0_conv3_1_1_fwd,"('layer1_0_relu_1_1_1_fwd',)",[],144000,576000,16384,0,0,0,call_module,layer1.0.conv3,Conv2d,"[10, 64, 15, 15]","[10, 256, 15, 15]","{'weight': torch.Size([256, 64, 1, 1])}",{},[4],FWD,3211200,36864000.0
542,1,11,layer1_0_bn3_1_1_fwd,"('layer1_0_conv3_1_1_fwd',)",[],576000,576000,512,0,0,0,call_module,layer1.0.bn3,BatchNorm2d,"[10, 256, 15, 15]","[10, 256, 15, 15]","{'weight': torch.Size([256]), 'bias': torch.Size([256])}",{},[4],FWD,3211200,10370048.0
543,1,12,layer1_0_downsample_0_1_1_fwd,"('maxpool_1_1_fwd',)",[],144000,576000,16384,0,0,0,call_module,layer1.0.downsample.0,Conv2d,"[10, 64, 15, 15]","[10, 256, 15, 15]","{'weight': torch.Size([256, 64, 1, 1])}",{},[4],FWD,3211200,36864000.0
544,1,13,layer1_0_downsample_1_1_1_fwd,"('layer1_0_downsample_0_1_1_fwd',)",[],576000,576000,512,0,0,0,call_module,layer1.0.downsample.1,BatchNorm2d,"[10, 256, 15, 15]","[10, 256, 15, 15]","{'weight': torch.Size([256]), 'bias': torch.Size([256])}",{},[4],FWD,3211200,10370048.0
545,1,14,add_1_1_fwd,"('layer1_0_bn3_1_1_fwd', 'layer1_0_downsample_1_1_1_fwd')",[],576000,576000,0,0,0,0,call_function,<built-in function add>,,"[10, 256, 15, 15]","[10, 256, 15, 15]",0,{},[4],FWD,3211200,576000.0
546,1,15,layer1_0_relu_2_1_1_fwd,"('add_1_1_fwd',)",[],576000,576000,0,0,0,0,call_module,layer1.0.relu,ReLU,"[10, 256, 15, 15]","[10, 256, 15, 15]",{},{},[4],FWD,3211200,2304000.0
547,1,16,layer1_1_conv1_1_1_fwd,"('layer1_0_relu_2_1_1_fwd',)",[],576000,144000,16384,0,0,0,call_module,layer1.1.conv1,Conv2d,"[10, 256, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([64, 256, 1, 1])}",{},[4],FWD,3211200,36864000.0
548,1,17,layer1_1_bn1_1_1_fwd,"('layer1_1_conv1_1_1_fwd',)",[],144000,144000,128,0,0,0,call_module,layer1.1.bn1,BatchNorm2d,"[10, 64, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([64]), 'bias': torch.Size([64])}",{},[4],FWD,3211200,2592512.0
549,1,18,layer1_1_relu_1_1_fwd,"('layer1_1_bn1_1_1_fwd',)",[],144000,144000,0,0,0,0,call_module,layer1.1.relu,ReLU,"[10, 64, 15, 15]","[10, 64, 15, 15]",{},{},[4],FWD,3211200,576000.0
550,1,19,layer1_1_conv2_1_1_fwd,"('layer1_1_relu_1_1_fwd',)",[],144000,144000,36864,0,0,0,call_module,layer1.1.conv2,Conv2d,"[10, 64, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([64, 64, 3, 3])}",{},[4],FWD,3211200,82944000.0
551,1,20,layer1_1_bn2_1_1_fwd,"('layer1_1_conv2_1_1_fwd',)",[],144000,144000,128,0,0,0,call_module,layer1.1.bn2,BatchNorm2d,"[10, 64, 15, 15]","[10, 64, 15, 15]","{'weight': torch.Size([64]), 'bias': torch.Size([64])}",{},[4],FWD,3211200,2592512.0
552,1,21,layer1_1_relu_1_1_1_fwd,"('layer1_1_bn2_1_1_fwd',)",[],144000,144000,0,0,0,0,call_module,layer1.1.relu,ReLU,"[10, 64, 15, 15]","[10, 64, 15, 15]",{},{},[4],FWD,3211200,576000.0
