global_index,avg_mem_grp_idx,layer_index,name,args,dp_args,input_#,output_#,Param_#,dp_index,pp_index,tp_index,opcode,target,layer_type,input_shape,output_shape,param_shape,kwargs,dtype_size,direction,avg_mem_grp_size,compute_density_ops
184,8,169,layer4_2_bn3_0_1_bkwd,"('add_15_0_1_bkwd',)",[],81920,81920,4096,0,0,0,call_module,layer4.2.bn3,BatchNorm2d,"[10, 2048, 2, 2]","[10, 2048, 2, 2]","{'weight': torch.Size([2048]), 'bias': torch.Size([2048])}",{},[4],BKWD,1073162,2981888.0
185,8,168,layer4_2_conv3_0_1_bkwd,"('layer4_2_bn3_0_1_bkwd',)","[['src', 0, 4292648, 'layer4_2_conv3_0_1_bkwd', 'conv1_1_0_fwd', 1, 0]]",81920,20480,1048576,0,0,0,call_module,layer4.2.conv3,Conv2d,"[10, 2048, 2, 2]","[10, 512, 2, 2]","{'weight': torch.Size([2048, 512, 1, 1])}",{},[4],BKWD,1073162,83886080.0
186,7,167,layer4_2_relu_1_0_1_bkwd,"('layer4_2_conv3_0_1_bkwd', 'layer4_2_conv1_0_0_bkwd/shadow')",[],20480,20480,0,0,0,0,call_module,layer4.2.relu,ReLU,"[10, 512, 2, 2]","[10, 512, 2, 2]",{},{},[4],BKWD,3409920,81920.0
187,7,166,layer4_2_bn2_0_1_bkwd,"('layer4_2_relu_1_0_1_bkwd',)",[],20480,20480,1024,0,0,0,call_module,layer4.2.bn2,BatchNorm2d,"[10, 512, 2, 2]","[10, 512, 2, 2]","{'weight': torch.Size([512]), 'bias': torch.Size([512])}",{},[4],BKWD,3409920,745472.0
188,7,165,layer4_2_conv2_0_1_bkwd,"('layer4_2_bn2_0_1_bkwd',)",[],20480,20480,2359296,0,0,0,call_module,layer4.2.conv2,Conv2d,"[10, 512, 2, 2]","[10, 512, 2, 2]","{'weight': torch.Size([512, 512, 3, 3])}",{},[4],BKWD,3409920,188743680.0
189,7,164,layer4_2_relu_0_1_bkwd,"('layer4_2_conv2_0_1_bkwd',)",[],20480,20480,0,0,0,0,call_module,layer4.2.relu,ReLU,"[10, 512, 2, 2]","[10, 512, 2, 2]",{},{},[4],BKWD,3409920,81920.0
190,7,163,layer4_2_bn1_0_1_bkwd,"('layer4_2_relu_0_1_bkwd',)",[],20480,20480,1024,0,0,0,call_module,layer4.2.bn1,BatchNorm2d,"[10, 512, 2, 2]","[10, 512, 2, 2]","{'weight': torch.Size([512]), 'bias': torch.Size([512])}",{},[4],BKWD,3409920,745472.0
191,7,162,layer4_2_conv1_0_1_bkwd,"('layer4_2_bn1_0_1_bkwd',)","[['src', 1, 13639680, 'layer4_2_conv1_0_1_bkwd', 'conv1_1_0_fwd', 1, 1]]",20480,81920,1048576,0,0,0,call_module,layer4.2.conv1,Conv2d,"[10, 512, 2, 2]","[10, 2048, 2, 2]","{'weight': torch.Size([512, 2048, 1, 1])}",{},[4],BKWD,3409920,83886080.0
192,6,161,layer4_1_relu_2_0_1_bkwd,"('layer4_2_conv1_0_1_bkwd', 'add_15_0_1_bkwd', 'layer4_1_conv2_0_0_bkwd/shadow')",[],81920,81920,0,0,0,0,call_module,layer4.1.relu,ReLU,"[10, 2048, 2, 2]","[10, 2048, 2, 2]",{},{},[4],BKWD,3412992,327680.0
193,6,160,add_14_0_1_bkwd,"('layer4_1_relu_2_0_1_bkwd',)",[],81920,81920,0,0,0,0,call_function,<built-in function add>,,"[10, 2048, 2, 2]","[10, 2048, 2, 2]",0,{},[4],BKWD,3412992,81920.0
194,6,159,layer4_1_bn3_0_1_bkwd,"('add_14_0_1_bkwd',)",[],81920,81920,4096,0,0,0,call_module,layer4.1.bn3,BatchNorm2d,"[10, 2048, 2, 2]","[10, 2048, 2, 2]","{'weight': torch.Size([2048]), 'bias': torch.Size([2048])}",{},[4],BKWD,3412992,2981888.0
195,6,158,layer4_1_conv3_0_1_bkwd,"('layer4_1_bn3_0_1_bkwd',)",[],81920,20480,1048576,0,0,0,call_module,layer4.1.conv3,Conv2d,"[10, 2048, 2, 2]","[10, 512, 2, 2]","{'weight': torch.Size([2048, 512, 1, 1])}",{},[4],BKWD,3412992,83886080.0
196,6,157,layer4_1_relu_1_0_1_bkwd,"('layer4_1_conv3_0_1_bkwd',)",[],20480,20480,0,0,0,0,call_module,layer4.1.relu,ReLU,"[10, 512, 2, 2]","[10, 512, 2, 2]",{},{},[4],BKWD,3412992,81920.0
197,6,156,layer4_1_bn2_0_1_bkwd,"('layer4_1_relu_1_0_1_bkwd',)",[],20480,20480,1024,0,0,0,call_module,layer4.1.bn2,BatchNorm2d,"[10, 512, 2, 2]","[10, 512, 2, 2]","{'weight': torch.Size([512]), 'bias': torch.Size([512])}",{},[4],BKWD,3412992,745472.0
198,6,155,layer4_1_conv2_0_1_bkwd,"('layer4_1_bn2_0_1_bkwd',)","[['src', 2, 13651968, 'layer4_1_conv2_0_1_bkwd', 'conv1_1_0_fwd', 1, 2]]",20480,20480,2359296,0,0,0,call_module,layer4.1.conv2,Conv2d,"[10, 512, 2, 2]","[10, 512, 2, 2]","{'weight': torch.Size([512, 512, 3, 3])}",{},[4],BKWD,3412992,188743680.0
199,5,154,layer4_1_relu_0_1_bkwd,"('layer4_1_conv2_0_1_bkwd', 'layer4_0_downsample_0_0_0_bkwd/shadow')",[],20480,20480,0,0,0,0,call_module,layer4.1.relu,ReLU,"[10, 512, 2, 2]","[10, 512, 2, 2]",{},{},[4],BKWD,3150848,81920.0
200,5,153,layer4_1_bn1_0_1_bkwd,"('layer4_1_relu_0_1_bkwd',)",[],20480,20480,1024,0,0,0,call_module,layer4.1.bn1,BatchNorm2d,"[10, 512, 2, 2]","[10, 512, 2, 2]","{'weight': torch.Size([512]), 'bias': torch.Size([512])}",{},[4],BKWD,3150848,745472.0
201,5,152,layer4_1_conv1_0_1_bkwd,"('layer4_1_bn1_0_1_bkwd',)",[],20480,81920,1048576,0,0,0,call_module,layer4.1.conv1,Conv2d,"[10, 512, 2, 2]","[10, 2048, 2, 2]","{'weight': torch.Size([512, 2048, 1, 1])}",{},[4],BKWD,3150848,83886080.0
202,5,151,layer4_0_relu_2_0_1_bkwd,"('layer4_1_conv1_0_1_bkwd', 'add_14_0_1_bkwd')",[],81920,81920,0,0,0,0,call_module,layer4.0.relu,ReLU,"[10, 2048, 2, 2]","[10, 2048, 2, 2]",{},{},[4],BKWD,3150848,327680.0
203,5,150,add_13_0_1_bkwd,"('layer4_0_relu_2_0_1_bkwd',)",[],81920,81920,0,0,0,0,call_function,<built-in function add>,,"[10, 2048, 2, 2]","[10, 2048, 2, 2]",0,{},[4],BKWD,3150848,81920.0
204,5,149,layer4_0_downsample_1_0_1_bkwd,"('add_13_0_1_bkwd',)",[],81920,81920,4096,0,0,0,call_module,layer4.0.downsample.1,BatchNorm2d,"[10, 2048, 2, 2]","[10, 2048, 2, 2]","{'weight': torch.Size([2048]), 'bias': torch.Size([2048])}",{},[4],BKWD,3150848,2981888.0
205,5,148,layer4_0_downsample_0_0_1_bkwd,"('layer4_0_downsample_1_0_1_bkwd',)","[['src', 3, 12603392, 'layer4_0_downsample_0_0_1_bkwd', 'conv1_1_0_fwd', 1, 3]]",81920,163840,2097152,0,0,0,call_module,layer4.0.downsample.0,Conv2d,"[10, 2048, 2, 2]","[10, 1024, 4, 4]","{'weight': torch.Size([2048, 1024, 1, 1])}",{},[4],BKWD,3150848,167772160.0
206,4,147,layer4_0_bn3_0_1_bkwd,"('add_13_0_1_bkwd', 'layer4_0_conv2_0_0_bkwd/shadow')",[],81920,81920,4096,0,0,0,call_module,layer4.0.bn3,BatchNorm2d,"[10, 2048, 2, 2]","[10, 2048, 2, 2]","{'weight': torch.Size([2048]), 'bias': torch.Size([2048])}",{},[4],BKWD,3412992,2981888.0
207,4,146,layer4_0_conv3_0_1_bkwd,"('layer4_0_bn3_0_1_bkwd',)",[],81920,20480,1048576,0,0,0,call_module,layer4.0.conv3,Conv2d,"[10, 2048, 2, 2]","[10, 512, 2, 2]","{'weight': torch.Size([2048, 512, 1, 1])}",{},[4],BKWD,3412992,83886080.0
208,4,145,layer4_0_relu_1_0_1_bkwd,"('layer4_0_conv3_0_1_bkwd',)",[],20480,20480,0,0,0,0,call_module,layer4.0.relu,ReLU,"[10, 512, 2, 2]","[10, 512, 2, 2]",{},{},[4],BKWD,3412992,81920.0
209,4,144,layer4_0_bn2_0_1_bkwd,"('layer4_0_relu_1_0_1_bkwd',)",[],20480,20480,1024,0,0,0,call_module,layer4.0.bn2,BatchNorm2d,"[10, 512, 2, 2]","[10, 512, 2, 2]","{'weight': torch.Size([512]), 'bias': torch.Size([512])}",{},[4],BKWD,3412992,745472.0
210,4,143,layer4_0_conv2_0_1_bkwd,"('layer4_0_bn2_0_1_bkwd',)","[['src', 4, 13651968, 'layer4_0_conv2_0_1_bkwd', 'conv1_1_0_fwd', 1, 4]]",20480,20480,2359296,0,0,0,call_module,layer4.0.conv2,Conv2d,"[10, 512, 2, 2]","[10, 512, 2, 2]","{'weight': torch.Size([512, 512, 3, 3])}",{},[4],BKWD,3412992,188743680.0
211,3,142,layer4_0_relu_0_1_bkwd,"('layer4_0_conv2_0_1_bkwd', 'layer3_4_conv2_0_0_bkwd/shadow')",[],20480,20480,0,0,0,0,call_module,layer4.0.relu,ReLU,"[10, 512, 2, 2]","[10, 512, 2, 2]",{},{},[4],BKWD,2497024,81920.0
212,3,141,layer4_0_bn1_0_1_bkwd,"('layer4_0_relu_0_1_bkwd',)",[],20480,20480,1024,0,0,0,call_module,layer4.0.bn1,BatchNorm2d,"[10, 512, 2, 2]","[10, 512, 2, 2]","{'weight': torch.Size([512]), 'bias': torch.Size([512])}",{},[4],BKWD,2497024,745472.0
213,3,140,layer4_0_conv1_0_1_bkwd,"('layer4_0_bn1_0_1_bkwd',)",[],20480,163840,524288,0,0,0,call_module,layer4.0.conv1,Conv2d,"[10, 512, 2, 2]","[10, 1024, 4, 4]","{'weight': torch.Size([512, 1024, 1, 1])}",{},[4],BKWD,2497024,41943040.0
214,3,139,layer3_5_relu_2_0_1_bkwd,"('layer4_0_conv1_0_1_bkwd', 'layer4_0_downsample_0_0_1_bkwd')",[],163840,163840,0,0,0,0,call_module,layer3.5.relu,ReLU,"[10, 1024, 4, 4]","[10, 1024, 4, 4]",{},{},[4],BKWD,2497024,655360.0
215,3,138,add_12_0_1_bkwd,"('layer3_5_relu_2_0_1_bkwd',)",[],163840,163840,0,0,0,0,call_function,<built-in function add>,,"[10, 1024, 4, 4]","[10, 1024, 4, 4]",0,{},[4],BKWD,2497024,163840.0
216,3,137,layer3_5_bn3_0_1_bkwd,"('add_12_0_1_bkwd',)",[],163840,163840,2048,0,0,0,call_module,layer3.5.bn3,BatchNorm2d,"[10, 1024, 4, 4]","[10, 1024, 4, 4]","{'weight': torch.Size([1024]), 'bias': torch.Size([1024])}",{},[4],BKWD,2497024,5914624.0
217,3,136,layer3_5_conv3_0_1_bkwd,"('layer3_5_bn3_0_1_bkwd',)",[],163840,40960,262144,0,0,0,call_module,layer3.5.conv3,Conv2d,"[10, 1024, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([1024, 256, 1, 1])}",{},[4],BKWD,2497024,83886080.0
218,3,135,layer3_5_relu_1_0_1_bkwd,"('layer3_5_conv3_0_1_bkwd',)",[],40960,40960,0,0,0,0,call_module,layer3.5.relu,ReLU,"[10, 256, 4, 4]","[10, 256, 4, 4]",{},{},[4],BKWD,2497024,163840.0
219,3,134,layer3_5_bn2_0_1_bkwd,"('layer3_5_relu_1_0_1_bkwd',)",[],40960,40960,512,0,0,0,call_module,layer3.5.bn2,BatchNorm2d,"[10, 256, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([256]), 'bias': torch.Size([256])}",{},[4],BKWD,2497024,1478656.0
220,3,133,layer3_5_conv2_0_1_bkwd,"('layer3_5_bn2_0_1_bkwd',)",[],40960,40960,589824,0,0,0,call_module,layer3.5.conv2,Conv2d,"[10, 256, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([256, 256, 3, 3])}",{},[4],BKWD,2497024,188743680.0
221,3,132,layer3_5_relu_0_1_bkwd,"('layer3_5_conv2_0_1_bkwd',)",[],40960,40960,0,0,0,0,call_module,layer3.5.relu,ReLU,"[10, 256, 4, 4]","[10, 256, 4, 4]",{},{},[4],BKWD,2497024,163840.0
222,3,131,layer3_5_bn1_0_1_bkwd,"('layer3_5_relu_0_1_bkwd',)",[],40960,40960,512,0,0,0,call_module,layer3.5.bn1,BatchNorm2d,"[10, 256, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([256]), 'bias': torch.Size([256])}",{},[4],BKWD,2497024,1478656.0
223,3,130,layer3_5_conv1_0_1_bkwd,"('layer3_5_bn1_0_1_bkwd',)",[],40960,163840,262144,0,0,0,call_module,layer3.5.conv1,Conv2d,"[10, 256, 4, 4]","[10, 1024, 4, 4]","{'weight': torch.Size([256, 1024, 1, 1])}",{},[4],BKWD,2497024,83886080.0
224,3,129,layer3_4_relu_2_0_1_bkwd,"('layer3_5_conv1_0_1_bkwd', 'add_12_0_1_bkwd')",[],163840,163840,0,0,0,0,call_module,layer3.4.relu,ReLU,"[10, 1024, 4, 4]","[10, 1024, 4, 4]",{},{},[4],BKWD,2497024,655360.0
225,3,128,add_11_0_1_bkwd,"('layer3_4_relu_2_0_1_bkwd',)",[],163840,163840,0,0,0,0,call_function,<built-in function add>,,"[10, 1024, 4, 4]","[10, 1024, 4, 4]",0,{},[4],BKWD,2497024,163840.0
226,3,127,layer3_4_bn3_0_1_bkwd,"('add_11_0_1_bkwd',)",[],163840,163840,2048,0,0,0,call_module,layer3.4.bn3,BatchNorm2d,"[10, 1024, 4, 4]","[10, 1024, 4, 4]","{'weight': torch.Size([1024]), 'bias': torch.Size([1024])}",{},[4],BKWD,2497024,5914624.0
227,3,126,layer3_4_conv3_0_1_bkwd,"('layer3_4_bn3_0_1_bkwd',)",[],163840,40960,262144,0,0,0,call_module,layer3.4.conv3,Conv2d,"[10, 1024, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([1024, 256, 1, 1])}",{},[4],BKWD,2497024,83886080.0
228,3,125,layer3_4_relu_1_0_1_bkwd,"('layer3_4_conv3_0_1_bkwd',)",[],40960,40960,0,0,0,0,call_module,layer3.4.relu,ReLU,"[10, 256, 4, 4]","[10, 256, 4, 4]",{},{},[4],BKWD,2497024,163840.0
229,3,124,layer3_4_bn2_0_1_bkwd,"('layer3_4_relu_1_0_1_bkwd',)",[],40960,40960,512,0,0,0,call_module,layer3.4.bn2,BatchNorm2d,"[10, 256, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([256]), 'bias': torch.Size([256])}",{},[4],BKWD,2497024,1478656.0
230,3,123,layer3_4_conv2_0_1_bkwd,"('layer3_4_bn2_0_1_bkwd',)","[['src', 5, 9988096, 'layer3_4_conv2_0_1_bkwd', 'conv1_1_0_fwd', 1, 5]]",40960,40960,589824,0,0,0,call_module,layer3.4.conv2,Conv2d,"[10, 256, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([256, 256, 3, 3])}",{},[4],BKWD,2497024,188743680.0
231,2,122,layer3_4_relu_0_1_bkwd,"('layer3_4_conv2_0_1_bkwd', 'layer3_1_conv2_0_0_bkwd/shadow')",[],40960,40960,0,0,0,0,call_module,layer3.4.relu,ReLU,"[10, 256, 4, 4]","[10, 256, 4, 4]",{},{},[4],BKWD,3351552,163840.0
232,2,121,layer3_4_bn1_0_1_bkwd,"('layer3_4_relu_0_1_bkwd',)",[],40960,40960,512,0,0,0,call_module,layer3.4.bn1,BatchNorm2d,"[10, 256, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([256]), 'bias': torch.Size([256])}",{},[4],BKWD,3351552,1478656.0
233,2,120,layer3_4_conv1_0_1_bkwd,"('layer3_4_bn1_0_1_bkwd',)",[],40960,163840,262144,0,0,0,call_module,layer3.4.conv1,Conv2d,"[10, 256, 4, 4]","[10, 1024, 4, 4]","{'weight': torch.Size([256, 1024, 1, 1])}",{},[4],BKWD,3351552,83886080.0
234,2,119,layer3_3_relu_2_0_1_bkwd,"('layer3_4_conv1_0_1_bkwd', 'add_11_0_1_bkwd')",[],163840,163840,0,0,0,0,call_module,layer3.3.relu,ReLU,"[10, 1024, 4, 4]","[10, 1024, 4, 4]",{},{},[4],BKWD,3351552,655360.0
235,2,118,add_10_0_1_bkwd,"('layer3_3_relu_2_0_1_bkwd',)",[],163840,163840,0,0,0,0,call_function,<built-in function add>,,"[10, 1024, 4, 4]","[10, 1024, 4, 4]",0,{},[4],BKWD,3351552,163840.0
236,2,117,layer3_3_bn3_0_1_bkwd,"('add_10_0_1_bkwd',)",[],163840,163840,2048,0,0,0,call_module,layer3.3.bn3,BatchNorm2d,"[10, 1024, 4, 4]","[10, 1024, 4, 4]","{'weight': torch.Size([1024]), 'bias': torch.Size([1024])}",{},[4],BKWD,3351552,5914624.0
237,2,116,layer3_3_conv3_0_1_bkwd,"('layer3_3_bn3_0_1_bkwd',)",[],163840,40960,262144,0,0,0,call_module,layer3.3.conv3,Conv2d,"[10, 1024, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([1024, 256, 1, 1])}",{},[4],BKWD,3351552,83886080.0
238,2,115,layer3_3_relu_1_0_1_bkwd,"('layer3_3_conv3_0_1_bkwd',)",[],40960,40960,0,0,0,0,call_module,layer3.3.relu,ReLU,"[10, 256, 4, 4]","[10, 256, 4, 4]",{},{},[4],BKWD,3351552,163840.0
239,2,114,layer3_3_bn2_0_1_bkwd,"('layer3_3_relu_1_0_1_bkwd',)",[],40960,40960,512,0,0,0,call_module,layer3.3.bn2,BatchNorm2d,"[10, 256, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([256]), 'bias': torch.Size([256])}",{},[4],BKWD,3351552,1478656.0
240,2,113,layer3_3_conv2_0_1_bkwd,"('layer3_3_bn2_0_1_bkwd',)",[],40960,40960,589824,0,0,0,call_module,layer3.3.conv2,Conv2d,"[10, 256, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([256, 256, 3, 3])}",{},[4],BKWD,3351552,188743680.0
241,2,112,layer3_3_relu_0_1_bkwd,"('layer3_3_conv2_0_1_bkwd',)",[],40960,40960,0,0,0,0,call_module,layer3.3.relu,ReLU,"[10, 256, 4, 4]","[10, 256, 4, 4]",{},{},[4],BKWD,3351552,163840.0
242,2,111,layer3_3_bn1_0_1_bkwd,"('layer3_3_relu_0_1_bkwd',)",[],40960,40960,512,0,0,0,call_module,layer3.3.bn1,BatchNorm2d,"[10, 256, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([256]), 'bias': torch.Size([256])}",{},[4],BKWD,3351552,1478656.0
243,2,110,layer3_3_conv1_0_1_bkwd,"('layer3_3_bn1_0_1_bkwd',)",[],40960,163840,262144,0,0,0,call_module,layer3.3.conv1,Conv2d,"[10, 256, 4, 4]","[10, 1024, 4, 4]","{'weight': torch.Size([256, 1024, 1, 1])}",{},[4],BKWD,3351552,83886080.0
244,2,109,layer3_2_relu_2_0_1_bkwd,"('layer3_3_conv1_0_1_bkwd', 'add_10_0_1_bkwd')",[],163840,163840,0,0,0,0,call_module,layer3.2.relu,ReLU,"[10, 1024, 4, 4]","[10, 1024, 4, 4]",{},{},[4],BKWD,3351552,655360.0
245,2,108,add_9_0_1_bkwd,"('layer3_2_relu_2_0_1_bkwd',)",[],163840,163840,0,0,0,0,call_function,<built-in function add>,,"[10, 1024, 4, 4]","[10, 1024, 4, 4]",0,{},[4],BKWD,3351552,163840.0
246,2,107,layer3_2_bn3_0_1_bkwd,"('add_9_0_1_bkwd',)",[],163840,163840,2048,0,0,0,call_module,layer3.2.bn3,BatchNorm2d,"[10, 1024, 4, 4]","[10, 1024, 4, 4]","{'weight': torch.Size([1024]), 'bias': torch.Size([1024])}",{},[4],BKWD,3351552,5914624.0
247,2,106,layer3_2_conv3_0_1_bkwd,"('layer3_2_bn3_0_1_bkwd',)",[],163840,40960,262144,0,0,0,call_module,layer3.2.conv3,Conv2d,"[10, 1024, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([1024, 256, 1, 1])}",{},[4],BKWD,3351552,83886080.0
248,2,105,layer3_2_relu_1_0_1_bkwd,"('layer3_2_conv3_0_1_bkwd',)",[],40960,40960,0,0,0,0,call_module,layer3.2.relu,ReLU,"[10, 256, 4, 4]","[10, 256, 4, 4]",{},{},[4],BKWD,3351552,163840.0
249,2,104,layer3_2_bn2_0_1_bkwd,"('layer3_2_relu_1_0_1_bkwd',)",[],40960,40960,512,0,0,0,call_module,layer3.2.bn2,BatchNorm2d,"[10, 256, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([256]), 'bias': torch.Size([256])}",{},[4],BKWD,3351552,1478656.0
250,2,103,layer3_2_conv2_0_1_bkwd,"('layer3_2_bn2_0_1_bkwd',)",[],40960,40960,589824,0,0,0,call_module,layer3.2.conv2,Conv2d,"[10, 256, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([256, 256, 3, 3])}",{},[4],BKWD,3351552,188743680.0
251,2,102,layer3_2_relu_0_1_bkwd,"('layer3_2_conv2_0_1_bkwd',)",[],40960,40960,0,0,0,0,call_module,layer3.2.relu,ReLU,"[10, 256, 4, 4]","[10, 256, 4, 4]",{},{},[4],BKWD,3351552,163840.0
252,2,101,layer3_2_bn1_0_1_bkwd,"('layer3_2_relu_0_1_bkwd',)",[],40960,40960,512,0,0,0,call_module,layer3.2.bn1,BatchNorm2d,"[10, 256, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([256]), 'bias': torch.Size([256])}",{},[4],BKWD,3351552,1478656.0
253,2,100,layer3_2_conv1_0_1_bkwd,"('layer3_2_bn1_0_1_bkwd',)",[],40960,163840,262144,0,0,0,call_module,layer3.2.conv1,Conv2d,"[10, 256, 4, 4]","[10, 1024, 4, 4]","{'weight': torch.Size([256, 1024, 1, 1])}",{},[4],BKWD,3351552,83886080.0
254,2,99,layer3_1_relu_2_0_1_bkwd,"('layer3_2_conv1_0_1_bkwd', 'add_9_0_1_bkwd')",[],163840,163840,0,0,0,0,call_module,layer3.1.relu,ReLU,"[10, 1024, 4, 4]","[10, 1024, 4, 4]",{},{},[4],BKWD,3351552,655360.0
255,2,98,add_8_0_1_bkwd,"('layer3_1_relu_2_0_1_bkwd',)",[],163840,163840,0,0,0,0,call_function,<built-in function add>,,"[10, 1024, 4, 4]","[10, 1024, 4, 4]",0,{},[4],BKWD,3351552,163840.0
256,2,97,layer3_1_bn3_0_1_bkwd,"('add_8_0_1_bkwd',)",[],163840,163840,2048,0,0,0,call_module,layer3.1.bn3,BatchNorm2d,"[10, 1024, 4, 4]","[10, 1024, 4, 4]","{'weight': torch.Size([1024]), 'bias': torch.Size([1024])}",{},[4],BKWD,3351552,5914624.0
257,2,96,layer3_1_conv3_0_1_bkwd,"('layer3_1_bn3_0_1_bkwd',)",[],163840,40960,262144,0,0,0,call_module,layer3.1.conv3,Conv2d,"[10, 1024, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([1024, 256, 1, 1])}",{},[4],BKWD,3351552,83886080.0
258,2,95,layer3_1_relu_1_0_1_bkwd,"('layer3_1_conv3_0_1_bkwd',)",[],40960,40960,0,0,0,0,call_module,layer3.1.relu,ReLU,"[10, 256, 4, 4]","[10, 256, 4, 4]",{},{},[4],BKWD,3351552,163840.0
259,2,94,layer3_1_bn2_0_1_bkwd,"('layer3_1_relu_1_0_1_bkwd',)",[],40960,40960,512,0,0,0,call_module,layer3.1.bn2,BatchNorm2d,"[10, 256, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([256]), 'bias': torch.Size([256])}",{},[4],BKWD,3351552,1478656.0
260,2,93,layer3_1_conv2_0_1_bkwd,"('layer3_1_bn2_0_1_bkwd',)","[['src', 6, 13406208, 'layer3_1_conv2_0_1_bkwd', 'conv1_1_0_fwd', 1, 6]]",40960,40960,589824,0,0,0,call_module,layer3.1.conv2,Conv2d,"[10, 256, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([256, 256, 3, 3])}",{},[4],BKWD,3351552,188743680.0
261,1,92,layer3_1_relu_0_1_bkwd,"('layer3_1_conv2_0_1_bkwd', 'conv1_0_0_bkwd/shadow')",[],40960,40960,0,0,0,0,call_module,layer3.1.relu,ReLU,"[10, 256, 4, 4]","[10, 256, 4, 4]",{},{},[4],BKWD,3211200,163840.0
262,1,91,layer3_1_bn1_0_1_bkwd,"('layer3_1_relu_0_1_bkwd',)",[],40960,40960,512,0,0,0,call_module,layer3.1.bn1,BatchNorm2d,"[10, 256, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([256]), 'bias': torch.Size([256])}",{},[4],BKWD,3211200,1478656.0
263,1,90,layer3_1_conv1_0_1_bkwd,"('layer3_1_bn1_0_1_bkwd',)",[],40960,163840,262144,0,0,0,call_module,layer3.1.conv1,Conv2d,"[10, 256, 4, 4]","[10, 1024, 4, 4]","{'weight': torch.Size([256, 1024, 1, 1])}",{},[4],BKWD,3211200,83886080.0
264,1,89,layer3_0_relu_2_0_1_bkwd,"('layer3_1_conv1_0_1_bkwd', 'add_8_0_1_bkwd')",[],163840,163840,0,0,0,0,call_module,layer3.0.relu,ReLU,"[10, 1024, 4, 4]","[10, 1024, 4, 4]",{},{},[4],BKWD,3211200,655360.0
265,1,88,add_7_0_1_bkwd,"('layer3_0_relu_2_0_1_bkwd',)",[],163840,163840,0,0,0,0,call_function,<built-in function add>,,"[10, 1024, 4, 4]","[10, 1024, 4, 4]",0,{},[4],BKWD,3211200,163840.0
266,1,87,layer3_0_downsample_1_0_1_bkwd,"('add_7_0_1_bkwd',)",[],163840,163840,2048,0,0,0,call_module,layer3.0.downsample.1,BatchNorm2d,"[10, 1024, 4, 4]","[10, 1024, 4, 4]","{'weight': torch.Size([1024]), 'bias': torch.Size([1024])}",{},[4],BKWD,3211200,5914624.0
267,1,86,layer3_0_downsample_0_0_1_bkwd,"('layer3_0_downsample_1_0_1_bkwd',)",[],163840,327680,524288,0,0,0,call_module,layer3.0.downsample.0,Conv2d,"[10, 1024, 4, 4]","[10, 512, 8, 8]","{'weight': torch.Size([1024, 512, 1, 1])}",{},[4],BKWD,3211200,167772160.0
268,1,85,layer3_0_bn3_0_1_bkwd,"('add_7_0_1_bkwd',)",[],163840,163840,2048,0,0,0,call_module,layer3.0.bn3,BatchNorm2d,"[10, 1024, 4, 4]","[10, 1024, 4, 4]","{'weight': torch.Size([1024]), 'bias': torch.Size([1024])}",{},[4],BKWD,3211200,5914624.0
269,1,84,layer3_0_conv3_0_1_bkwd,"('layer3_0_bn3_0_1_bkwd',)",[],163840,40960,262144,0,0,0,call_module,layer3.0.conv3,Conv2d,"[10, 1024, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([1024, 256, 1, 1])}",{},[4],BKWD,3211200,83886080.0
270,1,83,layer3_0_relu_1_0_1_bkwd,"('layer3_0_conv3_0_1_bkwd',)",[],40960,40960,0,0,0,0,call_module,layer3.0.relu,ReLU,"[10, 256, 4, 4]","[10, 256, 4, 4]",{},{},[4],BKWD,3211200,163840.0
271,1,82,layer3_0_bn2_0_1_bkwd,"('layer3_0_relu_1_0_1_bkwd',)",[],40960,40960,512,0,0,0,call_module,layer3.0.bn2,BatchNorm2d,"[10, 256, 4, 4]","[10, 256, 4, 4]","{'weight': torch.Size([256]), 'bias': torch.Size([256])}",{},[4],BKWD,3211200,1478656.0
